-1.000000000000000000e+00 -5.239099999999999868e-01 -8.750000000000000000e-01 -1.000000000000000000e+00 -5.384619999999999962e-01 -2.500000000000000000e-01 -9.122810000000000086e-01 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 -7.199999999999999734e-01 -1.000000000000000000e+00
1.000000000000000000e+00 -6.893230000000000190e-01 -3.571429999999999882e-01 0.000000000000000000e+00 -2.307690000000000019e-01 -2.500000000000000000e-01 -9.824559999999999960e-01 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00
-1.000000000000000000e+00 -8.923309999999999853e-01 -3.214290000000000203e-01 0.000000000000000000e+00 -2.307690000000000019e-01 -2.500000000000000000e-01 -8.771930000000000005e-01 -1.000000000000000000e+00 1.000000000000000000e+00 -7.014930000000000332e-01 1.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 -9.998000000000000220e-01
1.000000000000000000e+00 -5.136840000000000295e-01 -8.689289999999999514e-01 0.000000000000000000e+00 7.692309999999999426e-02 7.500000000000000000e-01 -6.957889999999999908e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 0.000000000000000000e+00 -7.399999999999999911e-01 -9.959999999999999964e-01
1.000000000000000000e+00 -7.218050000000000299e-01 -9.464289999999999647e-01 0.000000000000000000e+00 -7.692309999999999426e-02 -2.500000000000000000e-01 -9.649119999999999919e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00 -6.800000000000000488e-01 -1.000000000000000000e+00
1.000000000000000000e+00 -4.938350000000000239e-01 -8.064289999999999514e-01 -1.000000000000000000e+00 -7.692309999999999426e-02 -2.500000000000000000e-01 -9.912279999999999980e-01 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00 -9.200000000000000400e-01 -1.000000000000000000e+00
1.000000000000000000e+00 2.682709999999999817e-01 -1.785710000000000075e-01 0.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -6.491230000000000055e-01 1.000000000000000000e+00 1.000000000000000000e+00 -8.507460000000000022e-01 -1.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 -8.229800000000000448e-01
1.000000000000000000e+00 -3.106769999999999810e-01 -8.571429999999999882e-01 0.000000000000000000e+00 -6.923080000000000345e-01 -2.500000000000000000e-01 -9.824559999999999960e-01 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 -7.790000000000000258e-01 -1.000000000000000000e+00
1.000000000000000000e+00 -8.998500000000000387e-01 -9.939289999999999514e-01 -1.000000000000000000e+00 7.692309999999999426e-02 -2.500000000000000000e-01 -9.971929999999999961e-01 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 0.000000000000000000e+00 -8.599999999999999867e-01 -9.855599999999999916e-01
-1.000000000000000000e+00 1.263150000000000037e-02 -4.285709999999999797e-01 0.000000000000000000e+00 3.846149999999999847e-01 0.000000000000000000e+00 -5.438600000000000101e-01 1.000000000000000000e+00 1.000000000000000000e+00 -8.208959999999999591e-01 -1.000000000000000000e+00 0.000000000000000000e+00 -6.250000000000000000e-01 2.199999999999999872e-02
1.000000000000000000e+00 -3.684209999999999985e-01 -8.214289999999999647e-01 0.000000000000000000e+00 8.461539999999999617e-01 0.000000000000000000e+00 -9.649119999999999919e-01 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 0.000000000000000000e+00 -6.520000000000000240e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 -3.482709999999999972e-01 -1.428570000000000118e-01 0.000000000000000000e+00 5.384619999999999962e-01 7.500000000000000000e-01 -1.754390000000000116e-02 1.000000000000000000e+00 1.000000000000000000e+00 -7.611940000000000373e-01 -1.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 -8.681999999999999718e-01
-1.000000000000000000e+00 -8.496240000000000459e-01 -4.642859999999999765e-01 0.000000000000000000e+00 5.384619999999999962e-01 -2.500000000000000000e-01 -8.098250000000000171e-01 1.000000000000000000e+00 1.000000000000000000e+00 -8.507460000000000022e-01 -1.000000000000000000e+00 0.000000000000000000e+00 -8.159999999999999476e-01 -4.654800000000000049e-01
